SMILES,P(Act),Unnamed: 2
C[C@H]1CCC[C@H](CC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@@H]32)N1,7.167491087,
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)N(Cc1ccc(C#N)cc1)c1ccsc1)C2,7.120330794,
O=C(O)c1cn(Cc2ccc(-c3cccc4[nH]ccc34)cc2)c2c(F)cccc2c1=O,7.119186408,
CCCCCCCCOC(=O)C1CN(CC)CC=C1c1ccccc1,7.111820506,
CN1CCC=C(c2nsnc2OCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,7.110026362,
CC(=O)Nc1ccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)nc2)cc1,7.107905397,
CC1CCCc2n(CC3CC(c4ccccc4)(c4ccccc4)C(=O)O3)cc[n+]21,7.102372909,
O=C(O)c1cn(Cc2ccc3ccccc3c2)c2c(F)cccc2c1=O,7.096910013,
O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1,7.075720714,
CN1[C@H]2CC[C@@H]1C[C@@H](OC(=O)N(Cc1ccoc1)c1ccccc1)C2,7.073143291,
O=C(NCC1CCNCC1)c1ccccc1-c1ccc(Cl)cc1,7.065501549,
Cc1cccc(C2(C#N)CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)c1,7.055517328,
CN(CCc1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,7.050609993,
O=C(CCc1ccc(-c2ccc(Cl)cc2)cc1)Nc1ccc(CN2CCCCC2)cc1,7.050609993,
CCN1CCN(C(=O)C(Cc2ccccc2)c2ccccc2)CC1(C)C,7.04786167,
CN1CCC[C@@H]1[C@@H]1C[S+]([O-])C(c2ccccc2)(c2ccccc2)O1,7.036731748,
C[C@@]1(O)CCCC[C@H]1NC(=O)c1cc(CN2CCC(C#N)(c3ccccn3)CC2)c2ccccn2c1=O,7.031517051,
CCN1CC=C(c2ccccc2)C(C(=O)OCCc2ccc(C)cc2)C1,7.029188389,
CN(C)c1cccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)cc2)c1,7.026872146,
CC(C)=CCN1CCN(CC(=O)C(O)(c2ccccc2)C2CCC2)CC1,7.017728767,
CC(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCN(C)CC1,7.017728767,
O=C(O)c1cn(Cc2ccc(-n3cnc4ccccc43)cc2)c2cccc(F)c2c1=O,7.017728767,
CS(=O)(=O)c1ccccc1-c1ccc(Cn2cc(C(=O)O)c(=O)c3cccc(F)c32)nc1,7.013228266,
C1=C(c2nc3ccccc3o2)C2CCN1CC2,7.0,
CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1,7.0,
CSc1cccc(C2(C#N)CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)n1,7.0,
O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)CSc3ccccc32)CC1,7.0,
C[N+](C)(CC#CCOC1=NOCC1)CCCCNC(=O)c1cn(Cc2ccccc2)c2cc(Br)ccc2c1=O,6.990655354,
C[N+](C)(CC#CCOC1=NOCC1)CCCCCCNC(=O)c1cn(Cc2ccccc2)c2ccc(F)cc2c1=O,6.978314648,
CCCCCCCCCCOC(=O)C1=C(c2ccccc2)CCN(CC)C1,6.974284616,
