SMILES,P(Act)
C[C@H](CCC(=O)O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O,4.586532587
Brc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,4.59345982
CC(c1cccc(OCCCNC(=O)CCCCC2CCSS2)c1)N(C)C,4.598599459
C[C@H](CC[C@@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C,4.600672468
CCCCCCOC[n+]1ccn(C)c1/C=N/O,4.602059991
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2F)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,4.609418121
CCNC1CCc2ccc(OC(=O)N(C)C)cc21,4.610833916
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,4.613857891
Cc1cccc2n1cc(-c1cccc(OC(=O)N(C)C)c1)[n+]2C,4.619788758
O/N=C/C1=NCCN1Cc1ccc(Cl)cc1Cl,4.619788758
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,4.625251654
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccc(F)cc2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,4.625801742
Nc1c2c(nc3nc(-c4ccccc4)cc(C(F)(F)F)c13)-c1ccccc1CC2,4.635636645
O=C1C=C(NCCCCCCNCc2nc3ccccc3s2)C(=O)C=C1NCCCCCCNCc1nc2ccccc2s1,4.657577319
C#CCOC[n+]1ccn(C)c1/C=N/O,4.661543506
Fc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,4.665546249
CCCCCN1CCCN=C1/C=N/O,4.677780705
CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2[C@H](Cl)CCN3C,4.679853714
CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccccc1OC)CCCCC3,4.680000027
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1)CCCCC3,4.680000027
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2cccc3ccccc23)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,4.685500772
CN1CCN(c2nccc(NCCc3ccccc3)n2)CC1,4.690369833
CC(C)N1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,4.692503962
CC(C)(C)c1cc[n+](C[n+]2ccc(C(C)(C)C)cc2)cc1,4.698970004
CC(C)N(CCN1CC(=O)N(CCc2ccc(Cl)cc2Cl)CC1=O)C(C)C,4.698970004
CCN(CC)CCCN1CC(=O)N(C2CC2)CC1=O,4.698970004
O=C1CN(CCN2CCCC2)C(=O)CN1CCCn1ccnc1,4.698970004
O=c1oc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,4.698970004
C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)C(=O)/C=C/c5ccccc5)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,4.709999911
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(Cl)cc1)CCCCC3,4.719999936
CC1CCN(c2nccc(NCc3ccccc3)n2)CC1,4.735182177
Cc1ccc(C(=O)Nc2cc3ccccc3oc2=O)cc1,4.735654493
COc1cccc(CN2CCN(CCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,4.744727495
C=CC(=O)N1C/C(=C\c2ccccc2C)C(=O)/C(=C/c2ccccc2C)C1,4.759700418
CC[C@H]1[C@@H]2OC(=O)[C@@](C)(O)[C@@H]2[C@@]23CC[C@@H]([C@@H]4C[C@H](C)C(=O)O4)N2CCCC[C@H]13,4.76700389
CN(C)C(=O)Oc1ccc(-c2cn3ccccc3[n+]2C)cc1,4.76700389
Cc1c(C(C)C)c(=O)on1C(=O)N1CCC[C@H](C)C1,4.769551079
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)cc1)CCCCCC3,4.769999911
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1)CCCCCC3,4.769999911
CC(C)C1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,4.777283529
CC1=C[C@H]2[C@H](O)C(=O)[C@H]3CCCN4CCC[C@H]2[C@]34C1,4.777283529
CC(=O)N1CCN(c2nccc(NCc3ccccc3)n2)CC1,4.779891912
CC[C@@]1(c2cccc(O)c2)CCCCN(CCCCCCCCCN2CCCC[C@@](CC)(c3cccc(O)c3)C2)C1,4.779891912
COc1cccc(C#N)[n+]1C.F[B-](F)(F)F,4.795880017
Cc1c(/N=C/c2ccccc2O)cc2c(c1N)C(C)(C)CC2(C)C,4.795880017
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,4.808241679
C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,4.812479279
C#CCNCCc1cccc(OC(=O)N(C)CCC)c1,4.812479279
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,4.823156615
C=C[C@@H]1[C@H]2C=C(C)C[C@]1(NC)c1ccc(=O)[nH]c1C2,4.823908741
c1ccc(-c2ccc(NCCCCN3CCc4ccccc4C3)nn2)cc1,4.823908741
CC1=CC2Cc3nc4cc(Cl)ccc4c(O)c3C(C1)C2,4.832682665
C#CCCOC[n+]1ccn(C)c1/C=N/O,4.838631998
C[C@]1(CO)CCC[C@@]2(C)[C@@H]3CC[C@@H]4C[C@@]3([C@@H](O)C[C@@H]12)[C@H]1O[C@@]41C,4.838631998
COC(=O)C(CC1=C(c2ccc(OC)cc2)CC(C)(C)ON1C(C)=O)C(=O)OC,4.843148099
CC(C)C1CCN(c2nccc(NCc3ccccc3)n2)CC1,4.847711656
CC(=O)O[C@@H]1C[C@@]2(C)[C@@H]3C[C@H]4OC[C@@]5(C)[C@@H](NC(=O)c6ccccc6)C=C[C@@](O)(CC3=CC[C@]2(C)[C@H]1[C@H](C)N(C)C)[C@@H]45,4.853871964
COc1cc2[se]n(-c3ccc(CCN4CCCC4)cc3)c(=O)c2cc1OC,4.855737226
C#CC(C)NCCc1cccc(OC(=O)N(C)CC)c1,4.8569852
C=CC(=O)N1C/C(=C\c2cccc3ccccc23)C(=O)/C(=C/c2cccc3ccccc23)C1,4.85886391
COc1cccc(CC2CCN(CCCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,4.863279433
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,4.864009153
OCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,4.866461092
c1ccc2c(c1)CN1CCCCCCCC1=N2,4.869344651
CN(C)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,4.883724412
CCOC(=O)c1ccc2nc(-c3cccnc3)c3c(c2c1)N(Cc1ccccc1)C(=O)CC3,4.886056648
c1ccc(-c2ccc(NCCN3CCCCC3)nn2)cc1,4.886056648
c1ccc(-c2ccc(NCN3CCCCC3)nc2)cc1,4.886056648
c1ccc2c(CNc3ccnc(N4CCSCC4)n3)cccc2c1,4.89279003
Cc1ccccc1/C=C1\CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C(=C\c2ccccc2C)C1=O,4.904133547
Cc1ccc2[nH]c(-c3ccc(OCCN(C)C)cc3)nc2c1,4.90868484
C#CCNC(C)Cc1cccc(OC(=O)N(C)CCCC)c1,4.913640169
C/C=C1/[C@@H]2Cc3[nH]c(=O)ccc3[C@@]1(N)C[C@]1(C)O[C@H]21,4.916855857
CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCCCC3,4.917607108
COC(=O)C(CC1=C(c2ccccc2)CC(C)(C)ON1C(C)=O)C(=O)OC,4.920818754
O=C1/C(=C/c2ccccc2Cl)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccccc1Cl,4.923723745
COc1cc2nc3c(c(N)c2cc1OC)C1CC(C)=CC(C3)C1,4.931814138
O=C(CCCOc1cccc2[nH]c3ccccc3c12)NCCCNc1c2c(nc3ccccc13)CCCC2,4.939261564
